GO Term	Fold Change	Unipept	EggNOG	MEGAN	MetaGOmics	MPA	Prophane
fucose metabolic process	FC (WS / NS)	0.07 (4.64 / 4.36)	-0.11 (6.75 / 7.36)	-	-	-	-
 	Percentile (%)	40.309	61.643	-	-	-	-
nitrogen cycle metabolic process	FC (WS / NS)	0.07 (7.19 / 6.79)	0.37 (7.02 / 5.23)	-0.08 (12.45 / 13.24)	-	0.16 (12.41 / 11.04)	-0.42 (-6.63 / -8.55)
 	Percentile (%)	40.345	15.429	77.098	-	18.155	81.365
cellular chemical homeostasis	FC (WS / NS)	0.07 (8.93 / 8.45)	-0.33 (7.49 / 9.64)	-	-0.01 (10.34 / 10.45)	-	-
 	Percentile (%)	40.381	68.904	-	56.222	-	-
cellular iron ion homeostasis	FC (WS / NS)	0.07 (8.88 / 8.4)	-	-	-	0.26 (15.97 / 13.19)	-0.12 (-2.41 / -2.53)
 	Percentile (%)	40.417	-	-	-	13.58	58.83
carbohydrate catabolic process	FC (WS / NS)	0.07 (11.35 / 10.75)	-0.02 (11.79 / 11.93)	0.05 (19.3 / 18.58)	0.05 (12.89 / 12.44)	0.08 (23.33 / 21.95)	0.33 (3.7 / 2.73)
 	Percentile (%)	40.453	56.246	34.704	41.466	25.2	10.834
AMP biosynthetic process	FC (WS / NS)	0.07 (8.45 / 7.99)	0.34 (8.3 / 6.35)	0.03 (11.06 / 10.82)	-	0.02 (14.42 / 14.16)	-0.49 (-4.39 / -5.75)
 	Percentile (%)	40.561	15.882	39.819	-	38.054	83.64
XMP salvage	FC (WS / NS)	0.07 (3.58 / 3.36)	-	0.1 (5.75 / 5.29)	-	-	-
 	Percentile (%)	40.633	-	28.586	-	-	-
quinone metabolic process	FC (WS / NS)	0.07 (4.7 / 4.43)	0.07 (7.46 / 7.09)	0.12 (8.71 / 7.93)	0.29 (7.21 / 5.7)	-0.11 (4.72 / 5.17)	-
 	Percentile (%)	40.741	37.115	27.148	17.413	63.036	-
quinone biosynthetic process	FC (WS / NS)	0.07 (4.7 / 4.43)	0.08 (6.25 / 5.86)	0.15 (7.71 / 6.83)	-	-	-
 	Percentile (%)	40.777	35.324	25.142	-	-	-
cellular transition metal ion homeostasis	FC (WS / NS)	0.07 (8.88 / 8.41)	-0.43 (5.58 / 7.88)	0.06 (12.49 / 11.89)	-	-	-
 	Percentile (%)	40.813	70.862	32.397	-	-	-
cell wall integrity MAPK cascade	FC (WS / NS)	0.07 (1 / 0.91)	-	-	-	-	-
 	Percentile (%)	40.885	-	-	-	-	-
regulation of protein phosphorylation	FC (WS / NS)	0.07 (1 / 0.91)	-0.82 (4.91 / 9.45)	-	0.21 (3.81 / 3.17)	-	-
 	Percentile (%)	40.992	76.499	-	22.282	-	-
oligopeptide transport	FC (WS / NS)	0.07 (1 / 0.91)	-0.47 (2.32 / 3.61)	-	-1.17 (3.58 / 9.3)	-2.79 (0 / 5.91)	-
 	Percentile (%)	41.424	71.841	-	87.703	89.615	-
microtubule nucleation	FC (WS / NS)	0.07 (1 / 0.91)	-0.93 (0 / 0.91)	0 (0 / 0)	-	-	-
 	Percentile (%)	41.46	78.29	55.834	-	-	-
response to UV	FC (WS / NS)	0.07 (1 / 0.91)	-	-	-0.57 (3 / 4.95)	-	-
 	Percentile (%)	41.604	-	-	82.981	-	-
positive regulation of cytoplasmic mRNA processing body assembly	FC (WS / NS)	0.07 (1 / 0.91)	-	-	-	-	-
 	Percentile (%)	41.676	-	-	-	-	-
peptidyl-serine phosphorylation	FC (WS / NS)	0.07 (1 / 0.91)	-0.54 (1 / 1.91)	-	-	-	-
 	Percentile (%)	41.784	73.107	-	-	-	-
regulation of cell migration	FC (WS / NS)	0.07 (1 / 0.91)	-3.12 (0 / 7.67)	-2.57 (0 / 4.95)	-0.08 (9.89 / 10.55)	-	-
 	Percentile (%)	41.819	99.522	98.93	63.551	-	-
regulation of protein modification process	FC (WS / NS)	0.07 (1 / 0.91)	-0.25 (8.08 / 9.77)	-	0.21 (3.81 / 3.17)	-	-
 	Percentile (%)	41.855	66.133	-	22.332	-	-
cortical protein anchoring	FC (WS / NS)	0.07 (1 / 0.91)	-	1 (1 / 0)	-	-	-
 	Percentile (%)	41.927	-	9.295	-	-	-
late endosome to vacuole transport via multivesicular body sorting pathway	FC (WS / NS)	0.07 (1 / 0.91)	-	-	-	-	-
 	Percentile (%)	41.963	-	-	-	-	-
ncRNA 5'-end processing	FC (WS / NS)	0.07 (1 / 0.91)	-	-	-	-	-
 	Percentile (%)	42.035	-	-	-	-	-
regulation of locomotion	FC (WS / NS)	0.07 (1 / 0.91)	-	-2.9 (0 / 6.48)	-0.05 (10.73 / 11.17)	-	-
 	Percentile (%)	42.071	-	99.733	60.551	-	-
cellular response to glucose starvation	FC (WS / NS)	0.07 (1 / 0.91)	-	-	-	-	-
 	Percentile (%)	42.107	-	-	-	-	-
regulation of protein kinase activity	FC (WS / NS)	0.07 (1 / 0.91)	-0.91 (4 / 8.41)	0.98 (4.91 / 2)	-	-	-
 	Percentile (%)	42.215	77.239	10.431	-	-	-
regulation of cellular component movement	FC (WS / NS)	0.07 (1 / 0.91)	-	-2.9 (0 / 6.48)	-0.08 (10.5 / 11.15)	-	-
 	Percentile (%)	42.251	-	99.766	62.814	-	-
regulation of nuclear-transcribed mRNA poly(A) tail shortening	FC (WS / NS)	0.07 (1 / 0.91)	-	-	-	-	-
 	Percentile (%)	42.287	-	-	-	-	-
positive regulation of protein serine/threonine kinase activity	FC (WS / NS)	0.07 (1 / 0.91)	-	-	-	-	-
 	Percentile (%)	42.359	-	-	-	-	-
regulation of organelle assembly	FC (WS / NS)	0.07 (1 / 0.91)	-	-	-	-	-
 	Percentile (%)	42.395	-	-	-	-	-
negative regulation of supramolecular fiber organization	FC (WS / NS)	0.07 (1 / 0.91)	-	-	-	-	-
 	Percentile (%)	42.431	-	-	-	-	-
regulation of cell motility	FC (WS / NS)	0.07 (1 / 0.91)	-3.21 (0 / 8.27)	-2.79 (0 / 5.91)	-0.08 (10.23 / 10.88)	-	-
 	Percentile (%)	42.467	99.833	99.498	63.158	-	-
cell division	FC (WS / NS)	0.07 (10.1 / 9.58)	0.15 (9.19 / 8.19)	0.05 (15.22 / 14.69)	-	0.03 (17.6 / 17.22)	-1.44 (-1.71 / -2.93)
 	Percentile (%)	42.503	21.041	35.707	-	37.037	93.933
'de novo' UMP biosynthetic process	FC (WS / NS)	0.07 (7.8 / 7.4)	-	0.07 (10.59 / 10.08)	0.11 (7.67 / 7.02)	0.01 (12.36 / 12.29)	0.04 (-10.88 / -10.6)
 	Percentile (%)	42.575	-	32.263	29.759	41.612	42.687
cell wall organization	FC (WS / NS)	0.07 (8.92 / 8.48)	0.03 (3.58 / 3.49)	0.07 (6.86 / 6.49)	0.06 (9.08 / 8.7)	0.04 (15.27 / 14.78)	-
 	Percentile (%)	42.682	42.799	31.896	39.793	31.881	-
'de novo' CTP biosynthetic process	FC (WS / NS)	0.07 (7.08 / 6.71)	-	0.01 (7.74 / 7.7)	-	-0.27 (12.09 / 14.73)	-
 	Percentile (%)	42.754	-	49.248	-	71.678	-
leucyl-tRNA aminoacylation	FC (WS / NS)	0.07 (6.32 / 5.99)	0.1 (5.7 / 5.26)	0.03 (5.83 / 5.67)	-	-0.32 (9.49 / 12.06)	-
 	Percentile (%)	42.826	33.843	38.75	-	75.527	-
regulation of catalytic activity	FC (WS / NS)	0.07 (3.7 / 3.49)	-0.39 (8.36 / 11.29)	0.03 (12.47 / 12.16)	-0.15 (9.75 / 10.97)	-	-
 	Percentile (%)	42.862	70.265	39.151	70.438	-	-
ribosome biogenesis	FC (WS / NS)	0.07 (8.08 / 7.68)	0.04 (9.92 / 9.65)	0.03 (13.26 / 12.94)	0.07 (8.28 / 7.83)	0.07 (15.3 / 14.49)	NaN (-0.53 / -1.86)
 	Percentile (%)	42.97	41.605	39.117	36.301	26.725	98.7
DNA replication, synthesis of RNA primer	FC (WS / NS)	0.06 (4.86 / 4.61)	2.44 (3.91 / -0.09)	-0.25 (3.81 / 4.7)	0.44 (5.39 / 3.7)	0.07 (3.81 / 3.58)	-
 	Percentile (%)	43.15	0.334	83.985	12.937	28.395	-
pentose-phosphate shunt	FC (WS / NS)	0.06 (8.2 / 7.81)	0.18 (7.52 / 6.53)	0.05 (11.86 / 11.46)	0.09 (7.88 / 7.35)	0.04 (16.66 / 16.18)	-0.37 (-2.31 / -2.69)
 	Percentile (%)	43.186	20.229	36.376	33.448	33.188	79.09
ion homeostasis	FC (WS / NS)	0.06 (8.96 / 8.53)	-0.25 (8.46 / 10.22)	0.06 (14.9 / 14.29)	-0.01 (11.25 / 11.34)	0.25 (15.98 / 13.26)	0.09 (0.91 / 0.79)
 	Percentile (%)	43.222	66.109	33.902	55.534	14.161	36.511
inorganic ion homeostasis	FC (WS / NS)	0.06 (8.96 / 8.53)	-0.27 (7.69 / 9.5)	-	-0.01 (11.25 / 11.34)	-	-
 	Percentile (%)	43.258	66.587	-	55.632	-	-
pyrimidine nucleobase biosynthetic process	FC (WS / NS)	0.06 (8.38 / 7.98)	-	-0.01 (12.61 / 12.71)	0.08 (9.45 / 8.85)	-0.02 (12.67 / 12.83)	-
 	Percentile (%)	43.294	-	69.876	34.088	50.617	-
biological adhesion	FC (WS / NS)	0.06 (7.49 / 7.13)	0.12 (11.13 / 10.13)	-	0.06 (12.08 / 11.57)	0.01 (10.93 / 10.82)	-
 	Percentile (%)	43.33	32.84	-	39.154	40.16	-
NADP metabolic process	FC (WS / NS)	0.06 (8.22 / 7.84)	0.12 (9.13 / 8.32)	0.04 (13.49 / 13.09)	-	-	-
 	Percentile (%)	43.366	32.911	37.379	-	-	-
pyruvate metabolic process	FC (WS / NS)	0.06 (11.48 / 10.95)	0.03 (9.76 / 9.55)	0.05 (16.17 / 15.56)	0.02 (13.36 / 13.12)	0.08 (23.33 / 21.96)	1.24 (0.9 / -0.19)
 	Percentile (%)	43.402	43.038	34.637	45.991	25.345	2.167
ubiquitin-dependent protein catabolic process	FC (WS / NS)	0.06 (3.81 / 3.61)	-	-	-	-	-
 	Percentile (%)	43.438	-	-	-	-	-
pyrimidine nucleobase metabolic process	FC (WS / NS)	0.06 (8.4 / 8)	-0.33 (5.67 / 7.36)	0 (13.58 / 13.59)	0.08 (10.17 / 9.55)	-0.02 (12.67 / 12.83)	-
 	Percentile (%)	43.474	68.952	66.7	34.432	50.545	-
cellular component organization or biogenesis	FC (WS / NS)	0.06 (11.37 / 10.85)	0.04 (14.86 / 14.44)	0.02 (19.68 / 19.46)	-0.02 (13.9 / 14.15)	0.07 (18.49 / 17.56)	0.54 (2.3 / 1.27)
 	Percentile (%)	43.51	41.199	44.968	57.55	27.959	6.284
cellular component organization	FC (WS / NS)	0.06 (11.17 / 10.66)	0.04 (14.26 / 13.84)	0.01 (18.37 / 18.17)	-0.03 (13.8 / 14.09)	0.07 (18.33 / 17.38)	1.03 (0.75 / -0.14)
 	Percentile (%)	43.545	41.056	45.303	57.944	26.87	2.817
RNA processing	FC (WS / NS)	0.06 (9.4 / 8.97)	0.09 (10.98 / 10.28)	0.02 (16.44 / 16.21)	0.03 (11.54 / 11.25)	-	-
 	Percentile (%)	43.689	34.535	43.765	44.319	-	-
ATP metabolic process	FC (WS / NS)	0.06 (11.64 / 11.12)	0.05 (11.91 / 11.47)	0.03 (18.71 / 18.25)	0.05 (13.81 / 13.35)	0.07 (23.39 / 22.15)	0.34 (1.49 / 0.97)
 	Percentile (%)	43.761	39.455	38.816	42.154	26.507	10.726
glycerol ether metabolic process	FC (WS / NS)	0.06 (7.41 / 7.07)	-0.93 (0 / 0.91)	0.02 (7.69 / 7.55)	0.08 (7.02 / 6.58)	-0.25 (3.14 / 3.91)	-
 	Percentile (%)	43.797	78.266	41.892	34.678	71.242	-
cation homeostasis	FC (WS / NS)	0.06 (8.91 / 8.51)	-0.26 (8.1 / 9.91)	0.06 (14.56 / 13.95)	-0.01 (11.25 / 11.34)	0.25 (15.98 / 13.26)	0.11 (0.59 / 0.47)
 	Percentile (%)	43.869	66.324	33.701	55.583	14.016	33.478
regulation of cell shape	FC (WS / NS)	0.06 (8.81 / 8.41)	-	0.07 (13.07 / 12.38)	0.04 (9.27 / 9)	0.04 (15.28 / 14.78)	-0.21 (-4.67 / -5.25)
 	Percentile (%)	43.905	-	31.528	43.532	31.663	66.956
regulation of cell morphogenesis	FC (WS / NS)	0.06 (8.81 / 8.42)	-	-	-	-	-
 	Percentile (%)	43.941	-	-	-	-	-
metal ion homeostasis	FC (WS / NS)	0.06 (8.9 / 8.51)	-0.3 (7.42 / 9.38)	0.06 (14.1 / 13.49)	0.02 (10.88 / 10.69)	0.25 (15.98 / 13.26)	0.16 (0.18 / 0.06)
 	Percentile (%)	44.013	67.495	33.501	46.139	13.871	26.761
transition metal ion homeostasis	FC (WS / NS)	0.06 (8.9 / 8.51)	-0.33 (6.82 / 8.82)	0.06 (13.48 / 12.87)	0.03 (10.87 / 10.61)	0.25 (15.98 / 13.26)	0.33 (-0.41 / -0.53)
 	Percentile (%)	44.049	69.119	33.032	44.466	13.943	11.376
peptidoglycan biosynthetic process	FC (WS / NS)	0.06 (8.79 / 8.4)	-0.02 (7.62 / 7.74)	0.04 (12.46 / 12.13)	0.08 (9.03 / 8.51)	0.05 (15.29 / 14.78)	-0.22 (-5.72 / -6.51)
 	Percentile (%)	44.085	56.652	38.248	35.563	31.518	68.689
nucleotide-sugar metabolic process	FC (WS / NS)	0.06 (8.26 / 7.89)	-0.05 (9.78 / 10.16)	0.03 (12.32 / 12)	0.13 (8.27 / 7.45)	0.12 (13.21 / 12.12)	-0.26 (-4.49 / -5.18)
 	Percentile (%)	44.157	59.088	38.549	27.25	22.004	72.698
macromolecule modification	FC (WS / NS)	0.06 (8.69 / 8.3)	0.03 (12.04 / 11.77)	0.01 (18.4 / 18.25)	0.02 (12.75 / 12.56)	-0.11 (10.61 / 11.52)	-1.96 (-0.95 / -0.79)
 	Percentile (%)	44.193	42.895	46.841	47.27	62.745	94.8
viral RNA genome replication	FC (WS / NS)	0.06 (3.91 / 3.71)	-	-	-	-	-
 	Percentile (%)	44.229	-	-	-	-	-
organelle organization	FC (WS / NS)	0.06 (9.33 / 8.93)	0 (11.12 / 11.13)	0 (15.2 / 15.21)	-0.03 (11.06 / 11.29)	-	-0.26 (-4.85 / -5.62)
 	Percentile (%)	44.301	54.621	66.566	57.846	-	73.131
respiratory electron transport chain	FC (WS / NS)	0.06 (4.64 / 4.43)	-0.29 (5.32 / 6.75)	0.21 (9.28 / 7.9)	-	-	-
 	Percentile (%)	44.588	67.28	21.799	-	-	-
amino sugar biosynthetic process	FC (WS / NS)	0.06 (7.04 / 6.74)	-	0.06 (9.96 / 9.48)	-	0.13 (13.02 / 11.79)	-0.25 (-6.15 / -7.11)
 	Percentile (%)	44.624	-	32.531	-	19.753	71.181
DNA catabolic process	FC (WS / NS)	0.06 (4 / 3.81)	-	-	-0.37 (3.91 / 5.36)	-	-
 	Percentile (%)	44.732	-	-	79.144	-	-
L-alanine catabolic process	FC (WS / NS)	0.05 (6.43 / 6.15)	-	0.05 (6.27 / 6.02)	0.09 (6.41 / 5.95)	0.19 (13.79 / 11.98)	-0.24 (-8.36 / -9.7)
 	Percentile (%)	44.948	-	35.44	32.464	15.977	69.881
endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	FC (WS / NS)	0.05 (1.58 / 1.49)	-1.89 (0 / 2.71)	-	-	-	-
 	Percentile (%)	45.02	90.542	-	-	-	-
positive regulation of proteolysis	FC (WS / NS)	0.05 (1.58 / 1.49)	-	-	-	-	-
 	Percentile (%)	45.092	-	-	-	-	-
ADP biosynthetic process	FC (WS / NS)	0.05 (1.58 / 1.49)	-0.48 (3.91 / 5.84)	-	-	-	-
 	Percentile (%)	45.236	71.937	-	-	-	-
L-arabinose catabolic process to xylulose 5-phosphate	FC (WS / NS)	0.05 (1.58 / 1.49)	-	0 (0 / 0)	-	-	-
 	Percentile (%)	45.415	-	60.013	-	-	-
cellular protein localization	FC (WS / NS)	0.05 (6.91 / 6.62)	0.05 (9.78 / 9.41)	-0.01 (13.52 / 13.62)	-0.01 (10.62 / 10.68)	0.05 (10.35 / 9.97)	-0.14 (-7.09 / -7.7)
 	Percentile (%)	45.631	39.36	69.676	55.091	31.009	60.997
establishment of protein localization to membrane	FC (WS / NS)	0.05 (6.91 / 6.62)	0.08 (8.11 / 7.61)	-0.02 (10.5 / 10.63)	-0.07 (8.61 / 9.12)	-	-
 	Percentile (%)	45.667	35.037	71.08	62.371	-	-
IMP biosynthetic process	FC (WS / NS)	0.05 (7.91 / 7.58)	0.01 (6.21 / 6.15)	-	-	-	-0.24 (-9.49 / -11.06)
 	Percentile (%)	45.703	45.689	-	-	-	70.098
ribosomal large subunit assembly	FC (WS / NS)	0.05 (6.34 / 6.08)	0.04 (6.99 / 6.75)	0.06 (6.07 / 5.78)	-0.05 (8.4 / 8.73)	0.06 (9.3 / 8.87)	-0.2 (-6.63 / -7.45)
 	Percentile (%)	45.775	40.602	33.434	60.403	29.339	65.872
regulation of anatomical structure morphogenesis	FC (WS / NS)	0.05 (8.82 / 8.47)	-0.28 (7.73 / 9.59)	-	0.04 (10.99 / 10.65)	-	-
 	Percentile (%)	45.847	66.826	-	43.089	-	-
chemical homeostasis	FC (WS / NS)	0.05 (8.98 / 8.62)	-0.26 (8.78 / 10.69)	0.05 (15.22 / 14.62)	-0.02 (11.28 / 11.47)	0.25 (15.98 / 13.26)	0.08 (1.18 / 1.06)
 	Percentile (%)	45.883	66.253	34.203	57.157	14.089	37.053
small molecule biosynthetic process	FC (WS / NS)	0.05 (12.38 / 11.9)	0.05 (15.57 / 15.05)	0.01 (23.26 / 23.08)	0.04 (15.81 / 15.35)	0.02 (19.69 / 19.37)	0.14 (5.46 / 4.86)
 	Percentile (%)	45.919	40.244	46.941	43.187	38.635	28.169
regulation of developmental process	FC (WS / NS)	0.05 (8.84 / 8.49)	-0.24 (9.33 / 11.17)	0.06 (15.25 / 14.55)	0.04 (11.57 / 11.24)	-	-
 	Percentile (%)	45.955	65.918	32.798	43.237	-	-
cellular homeostasis	FC (WS / NS)	0.05 (10.4 / 9.99)	-0.19 (8.63 / 9.98)	0.04 (15.59 / 15.1)	0 (11.58 / 11.54)	0.03 (17.34 / 16.9)	0.05 (0.63 / 0.58)
 	Percentile (%)	45.991	64.676	36.944	52.14	34.786	42.362
transcription initiation from bacterial-type RNA polymerase promoter	FC (WS / NS)	0.05 (5.49 / 5.26)	-	-	-	0.69 (9.33 / 5.39)	-
 	Percentile (%)	46.063	-	-	-	9.877	-
purine ribonucleoside metabolic process	FC (WS / NS)	0.05 (8.75 / 8.41)	0.07 (13.08 / 12.44)	0.01 (20.62 / 20.48)	0.06 (11.28 / 10.8)	-0.01 (15.98 / 16.14)	0.29 (3.48 / 2.65)
 	Percentile (%)	46.099	36.9	48.445	39.351	49.601	12.568
regulation of biological quality	FC (WS / NS)	0.05 (11.07 / 10.64)	-0.12 (11.13 / 12.17)	0.03 (17.83 / 17.42)	0.02 (13.64 / 13.43)	0.03 (17.67 / 17.24)	0.03 (1.94 / 1.88)
 	Percentile (%)	46.134	62.216	39.351	47.319	35.657	44.42
nucleobase metabolic process	FC (WS / NS)	0.05 (8.66 / 8.32)	0.05 (9.89 / 9.54)	0 (14.97 / 14.92)	0.06 (11.26 / 10.75)	-0.01 (12.74 / 12.83)	0 (-4.57 / -4.57)
 	Percentile (%)	46.17	40.029	50.284	38.564	48.076	46.912
cell redox homeostasis	FC (WS / NS)	0.05 (9.75 / 9.39)	0.39 (6.51 / 4.71)	0.04 (13.11 / 12.76)	0.04 (9.26 / 8.99)	-0.01 (16.63 / 16.78)	0.26 (-5.03 / -4.37)
 	Percentile (%)	46.242	14.856	38.348	43.384	49.165	14.193
nucleoside triphosphate biosynthetic process	FC (WS / NS)	0.05 (10.03 / 9.67)	0.06 (11.72 / 11.17)	0.02 (16.74 / 16.43)	0.04 (14.33 / 13.88)	-0.04 (18.72 / 19.33)	-2.12 (-0.81 / -0.18)
 	Percentile (%)	46.386	37.497	41.324	42.696	55.556	95.016
pathogenesis	FC (WS / NS)	0.05 (9.13 / 8.8)	0.22 (7.42 / 6.21)	0.03 (11.48 / 11.26)	0.12 (10.95 / 9.96)	-0.04 (15 / 15.47)	-0.4 (-3.84 / -4.75)
 	Percentile (%)	46.422	18.963	41.157	28.087	55.265	80.498
chromosome organization	FC (WS / NS)	0.05 (8.99 / 8.67)	-0.02 (8.92 / 9.05)	-0.01 (14.09 / 14.2)	-	-	-
 	Percentile (%)	46.458	56.556	69.743	-	-	-
DNA-templated transcription, termination	FC (WS / NS)	0.05 (7.45 / 7.18)	-	-0.05 (8.17 / 8.49)	-	0.13 (13.92 / 12.62)	-0.19 (-8.29 / -9.29)
 	Percentile (%)	46.494	-	75.293	-	19.826	64.572
pyrimidine-containing compound metabolic process	FC (WS / NS)	0.05 (10.14 / 9.78)	0.03 (10.38 / 10.12)	0.03 (17.09 / 16.74)	0.05 (13.02 / 12.5)	-0.1 (14.25 / 15.35)	0.04 (-4.46 / -4.37)
 	Percentile (%)	46.53	42.202	40.087	39.843	62.019	43.662
ribonucleoside triphosphate metabolic process	FC (WS / NS)	0.05 (10.01 / 9.66)	0.06 (13.69 / 13.07)	0.01 (21.32 / 21.17)	0.04 (14.36 / 13.9)	-0.04 (18.72 / 19.33)	0.2 (3.57 / 2.98)
 	Percentile (%)	46.566	37.664	47.71	42.499	55.628	21.018
ribonucleoside triphosphate biosynthetic process	FC (WS / NS)	0.05 (10.01 / 9.66)	0.07 (11.12 / 10.58)	0.02 (16.08 / 15.79)	0.04 (13.63 / 13.19)	-0.04 (18.72 / 19.33)	-
 	Percentile (%)	46.602	37.091	41.391	42.204	55.701	-
regulation of cell communication	FC (WS / NS)	0.05 (4.32 / 4.15)	-0.33 (8.31 / 10.7)	-	0.1 (12.02 / 11.19)	-	-
 	Percentile (%)	46.638	69.214	-	31.727	-	-
regulation of signaling	FC (WS / NS)	0.05 (4.32 / 4.15)	-0.33 (8.31 / 10.7)	-	0.1 (12.02 / 11.19)	-	-
 	Percentile (%)	46.674	69.166	-	31.776	-	-
CDP-diacylglycerol biosynthetic process	FC (WS / NS)	0.05 (2 / 1.91)	-	0 (3 / 3)	-	-	-
 	Percentile (%)	46.818	-	59.211	-	-	-
regulation of proteolysis	FC (WS / NS)	0.05 (2 / 1.91)	-0.89 (4.46 / 9.13)	-	0.02 (10.76 / 10.63)	-	-
 	Percentile (%)	46.854	77.048	-	48.844	-	-
tRNA pseudouridine synthesis	FC (WS / NS)	0.05 (2 / 1.91)	-1.54 (0 / 1.91)	1.84 (2.58 / 0)	-	1.49 (1.81 / 0)	-
 	Percentile (%)	46.89	87.628	3.778	-	7.698	-
RNA phosphodiester bond hydrolysis	FC (WS / NS)	0.05 (2 / 1.91)	-2.41 (0 / 4.3)	-	-	-	-
 	Percentile (%)	46.926	93.313	-	-	-	-
glucose metabolic process	FC (WS / NS)	0.05 (10.64 / 10.27)	-0.03 (10.67 / 10.89)	0.05 (18.11 / 17.51)	-	-	0.38 (2.73 / 1.87)
 	Percentile (%)	47.033	57.201	36.142	-	-	9.751
nucleoside triphosphate metabolic process	FC (WS / NS)	0.05 (10.08 / 9.73)	0.06 (14.61 / 13.98)	0.01 (22.32 / 22.17)	0.04 (15.17 / 14.71)	-0.04 (18.72 / 19.33)	0.17 (4.5 / 3.9)
 	Percentile (%)	47.105	37.975	48.078	42.941	55.773	24.81
nucleobase biosynthetic process	FC (WS / NS)	0.05 (8.54 / 8.25)	0.04 (8.49 / 8.25)	-0.01 (13.69 / 13.77)	0.05 (10.09 / 9.68)	-	-0.01 (-5.26 / -5.29)
 	Percentile (%)	47.213	41.772	69.107	40.039	-	49.404
nucleoside monophosphate biosynthetic process	FC (WS / NS)	0.04 (10.4 / 10.06)	0.06 (11.98 / 11.41)	0.02 (18.13 / 17.84)	0.04 (14.28 / 13.88)	-0.02 (16.6 / 16.78)	0.38 (1.2 / 0.68)
 	Percentile (%)	47.285	37.258	42.494	43.581	50.472	9.426
nucleoside monophosphate metabolic process	FC (WS / NS)	0.04 (10.41 / 10.06)	0.05 (14.46 / 13.92)	0.03 (21.83 / 21.42)	0.04 (15.28 / 14.88)	-0.02 (16.6 / 16.78)	0.18 (3.21 / 2.71)
 	Percentile (%)	47.321	39.336	41.123	44.171	50.399	22.427
ribonucleoside monophosphate biosynthetic process	FC (WS / NS)	0.04 (10.39 / 10.05)	0.07 (11.19 / 10.58)	0.02 (17.12 / 16.83)	0.04 (13.35 / 12.95)	-0.01 (16.6 / 16.78)	0.82 (0.26 / -0.29)
 	Percentile (%)	47.357	35.73	42.026	43.04	49.746	3.792
ribonucleoside monophosphate metabolic process	FC (WS / NS)	0.04 (10.4 / 10.05)	0.06 (13.54 / 12.98)	0.03 (20.82 / 20.41)	0.04 (14.34 / 13.94)	-0.01 (16.6 / 16.78)	0.25 (2.24 / 1.73)
 	Percentile (%)	47.393	38.357	40.789	43.728	49.818	15.276
pyrimidine nucleotide metabolic process	FC (WS / NS)	0.04 (9.49 / 9.17)	0.09 (9.25 / 8.65)	0.04 (15.52 / 15.03)	0.05 (11.86 / 11.42)	-0.13 (13.66 / 15.08)	0.06 (-8.08 / -7.79)
 	Percentile (%)	47.429	34.679	36.877	40.777	65.868	40.195
homeostatic process	FC (WS / NS)	0.04 (10.42 / 10.08)	-0.19 (9.67 / 11.15)	0.04 (16.64 / 16.18)	0 (12.48 / 12.48)	0.03 (17.34 / 16.9)	0.03 (1.62 / 1.56)
 	Percentile (%)	47.501	64.605	37.981	53.615	35.076	43.77
pyrimidine-containing compound biosynthetic process	FC (WS / NS)	0.04 (10.06 / 9.73)	0.05 (9.14 / 8.78)	0.03 (16.05 / 15.73)	0.06 (12.16 / 11.64)	-0.1 (14.24 / 15.34)	0.03 (-5.21 / -5.13)
 	Percentile (%)	47.609	39.049	40.388	39.006	61.874	44.204
purine ribonucleoside biosynthetic process	FC (WS / NS)	0.04 (8.57 / 8.29)	0.06 (10.26 / 9.82)	0.02 (15.65 / 15.39)	0.07 (10.14 / 9.61)	-0.01 (15.98 / 16.12)	NaN (-0.4 / -1.06)
 	Percentile (%)	47.645	38.214	41.959	36.399	49.02	99.242
ribonucleoside metabolic process	FC (WS / NS)	0.04 (8.85 / 8.56)	0.06 (13.91 / 13.28)	0.01 (21.68 / 21.53)	0.05 (12.34 / 11.86)	-0.01 (15.98 / 16.14)	0.23 (4.27 / 3.48)
 	Percentile (%)	47.681	37.712	47.643	40.334	49.528	16.793
DNA conformation change	FC (WS / NS)	0.04 (8.84 / 8.56)	-0.02 (8.73 / 8.87)	0 (13.94 / 13.99)	-0.03 (9.3 / 9.54)	0.17 (14.68 / 12.89)	-0.1 (-7.84 / -8.34)
 	Percentile (%)	47.717	56.843	67.937	58.633	16.776	57.963
NADP biosynthetic process	FC (WS / NS)	0.04 (2.32 / 2.23)	0.44 (1.58 / 0.91)	0.73 (2.32 / 1)	-	-	-
 	Percentile (%)	47.825	13.399	11.702	-	-	-
NAD metabolic process	FC (WS / NS)	0.04 (2.32 / 2.23)	-	0.1 (8.87 / 8.2)	0.22 (10.61 / 8.96)	-	-
 	Percentile (%)	47.86	-	28.82	21.2	-	-
negative regulation of molecular function	FC (WS / NS)	0.04 (2.32 / 2.23)	-0.36 (7.44 / 9.84)	-	-	-	-
 	Percentile (%)	47.896	69.668	-	-	-	-
pyridine nucleotide biosynthetic process	FC (WS / NS)	0.04 (7.17 / 6.94)	0.41 (8.78 / 6.35)	0.08 (10.55 / 9.94)	-	-0.09 (9 / 9.64)	-
