GO Term	Fold Change	Unipept	EggNOG	MEGAN	MetaGOmics	MPA	Prophane
translation termination factor activity	FC (WS / NS)	0.17 (6.87 / 5.97)	0.15 (8.18 / 7.25)	0.16 (9.42 / 8.34)	0.22 (8.08 / 6.78)	0.1 (12.48 / 11.53)	-
 	Percentile (%)	27.018	24.864	26.963	22.222	23.687	-
uracil phosphoribosyltransferase activity	FC (WS / NS)	0.17 (7.33 / 6.38)	-2.74 (0 / 5.69)	0.1 (7.95 / 7.34)	0.13 (6.98 / 6.29)	0.24 (11.78 / 9.81)	-
 	Percentile (%)	27.043	97.111	31.472	28.571	14.962	-
N-acetyl-gamma-glutamyl-phosphate reductase activity	FC (WS / NS)	0.17 (5.81 / 5.03)	-	0.15 (6.58 / 5.86)	-	-	0.08 (-10.11 / -9.63)
 	Percentile (%)	27.093	-	27.924	-	-	34.663
aspartate-semialdehyde dehydrogenase activity	FC (WS / NS)	0.17 (5.81 / 5.03)	-0.37 (2.81 / 3.91)	0.18 (5.58 / 4.81)	-	-0.32 (5.94 / 7.64)	0.1 (-8.11 / -7.63)
 	Percentile (%)	27.118	65.429	25.612	-	72.139	32.415
rRNA (adenine) methyltransferase activity	FC (WS / NS)	0.17 (5.32 / 4.61)	0.73 (4.81 / 2.49)	0.47 (6.48 / 4.39)	0.54 (6 / 3.81)	-2.13 (0.81 / 6.92)	-
 	Percentile (%)	27.143	13.418	16.068	11.873	85.6	-
identical protein binding	FC (WS / NS)	0.17 (7.25 / 6.31)	0.02 (8.33 / 8.18)	-	0.06 (8.84 / 8.44)	-0.46 (9.13 / 12.93)	-
 	Percentile (%)	27.168	43.687	-	39.556	76.22	-
UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity	FC (WS / NS)	0.17 (5.88 / 5.11)	-0.87 (1.58 / 3.71)	0.17 (5.43 / 4.7)	0.23 (5.73 / 4.75)	0.12 (8.78 / 8.02)	0.21 (-9.4 / -8.28)
 	Percentile (%)	27.193	73.521	26.116	21.937	22.186	20.015
carbohydrate kinase activity	FC (WS / NS)	0.17 (8.25 / 7.22)	0.21 (8.98 / 7.65)	0.11 (12.11 / 11.17)	0.13 (9.41 / 8.54)	0.15 (15.23 / 13.62)	0.19 (-5.39 / -4.86)
 	Percentile (%)	27.268	23.466	31.06	28.984	19.043	22.117
glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	FC (WS / NS)	0.17 (8.02 / 7.01)	0 (0 / 0)	0.1 (10.19 / 9.46)	0.18 (7.89 / 6.83)	0.02 (14.24 / 13.98)	-0.3 (-9.26 / -11.19)
 	Percentile (%)	27.293	50.567	31.975	24.667	36.773	75.78
hydroxymethylbilane synthase activity	FC (WS / NS)	0.17 (3.58 / 3.08)	0.8 (3.32 / 1.49)	0.79 (3.46 / 1.58)	-	-3.14 (0 / 7.81)	-
 	Percentile (%)	27.318	13.201	13.252	-	92.777	-
xanthine phosphoribosyltransferase activity	FC (WS / NS)	0.17 (3.91 / 3.36)	-1.54 (0 / 1.91)	0.1 (5.75 / 5.29)	-	-	-
 	Percentile (%)	27.343	85.355	31.22	-	-	-
1,4-dihydroxy-2-naphthoyl-CoA synthase activity	FC (WS / NS)	0.17 (3.91 / 3.36)	0.08 (3.46 / 3.23)	0.14 (3.58 / 3.17)	-	-0.11 (4.72 / 5.17)	-
 	Percentile (%)	27.368	36.108	28.542	-	60.038	-
D-alanine-D-alanine ligase activity	FC (WS / NS)	0.17 (5.95 / 5.19)	0.04 (4.81 / 4.66)	0.18 (5.67 / 4.91)	0.21 (5.88 / 4.95)	-0.4 (6.78 / 9.29)	-0.15 (-7.73 / -8.48)
 	Percentile (%)	27.419	42.01	25.818	23.048	75.469	61.131
glycerol-3-phosphate transmembrane transporter activity	FC (WS / NS)	0.17 (6.02 / 5.26)	-1.69 (0 / 2.23)	-0.01 (7.55 / 7.6)	-	0.42 (4.57 / 3.17)	-0.01 (-7.39 / -7.45)
 	Percentile (%)	27.569	88.321	67.498	-	11.867	48.658
organophosphate ester transmembrane transporter activity	FC (WS / NS)	0.17 (6.02 / 5.26)	-1.69 (0 / 2.23)	-0.01 (7.55 / 7.61)	-	0.42 (4.57 / 3.17)	-0.01 (-7.39 / -7.45)
 	Percentile (%)	27.594	88.383	67.727	-	11.961	48.731
potassium ion binding	FC (WS / NS)	0.16 (8.8 / 7.76)	-1.69 (0 / 2.23)	0.15 (10.07 / 8.97)	0.13 (8.46 / 7.67)	0.14 (17.66 / 15.93)	-0.09 (-7.54 / -7.99)
 	Percentile (%)	27.719	88.476	27.604	29.016	19.887	56.345
alkali metal ion binding	FC (WS / NS)	0.16 (8.8 / 7.76)	-1.39 (1 / 4.23)	0.13 (11.48 / 10.4)	0.11 (9.46 / 8.68)	0.14 (17.66 / 15.93)	-0.11 (-6.54 / -6.99)
 	Percentile (%)	27.744	84.889	28.977	30.635	19.934	57.941
2-oxoglutarate synthase activity	FC (WS / NS)	0.16 (5.21 / 4.55)	-	-0.12 (9.94 / 10.93)	0.24 (6.83 / 5.64)	0.86 (0.81 / 0)	-0.2 (-7.81 / -8.82)
 	Percentile (%)	27.769	-	77.775	21.238	9.568	65.265
N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	FC (WS / NS)	0.16 (6.19 / 5.43)	0.85 (5.67 / 2.71)	0.12 (5.75 / 5.21)	0.21 (5.88 / 4.95)	-0.13 (11.07 / 12.17)	-0.24 (-9.49 / -11.06)
 	Percentile (%)	27.87	12.626	29.618	23.016	61.492	69.253
(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity	FC (WS / NS)	0.16 (6.19 / 5.43)	-0.93 (0 / 0.91)	0.12 (5.75 / 5.21)	0.21 (5.88 / 4.95)	-0.13 (11.07 / 12.17)	-0.24 (-9.49 / -11.06)
 	Percentile (%)	27.895	78.817	29.686	23.079	61.538	69.543
exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	FC (WS / NS)	0.16 (7.41 / 6.52)	-0.08 (8.33 / 8.87)	-0.07 (11.01 / 11.61)	0.08 (8.68 / 8.13)	0.17 (13.36 / 11.79)	0.01 (-10.18 / -10.14)
 	Percentile (%)	27.92	56.903	74.868	35.206	17.917	44.815
oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	FC (WS / NS)	0.16 (8.57 / 7.56)	-0.03 (6.09 / 6.23)	0.13 (10.86 / 9.85)	0.02 (8.76 / 8.6)	-0.17 (11.93 / 13.52)	0.05 (-10.37 / -10.07)
 	Percentile (%)	27.945	54.248	29.252	46.063	64.681	40.319
purine phosphoribosyltransferase activity	FC (WS / NS)	0.16 (7.33 / 6.46)	0.11 (6.44 / 5.88)	0.12 (7.69 / 6.98)	0.1 (6.46 / 5.98)	3.23 (8.4 / 0)	-
 	Percentile (%)	27.97	33.949	29.526	32.952	0.844	-
copper-exporting ATPase activity	FC (WS / NS)	0.16 (5.78 / 5.08)	-	-0.02 (6.09 / 6.19)	-	-2.91 (0 / 6.51)	-
 	Percentile (%)	28.02	-	70.451	-	90.197	-
copper ion transmembrane transporter activity	FC (WS / NS)	0.16 (5.78 / 5.08)	-1.32 (0 / 1.49)	0.02 (8.81 / 8.68)	0.37 (6.63 / 4.91)	-2.91 (0 / 6.51)	-
 	Percentile (%)	28.045	83.398	45.937	15.429	90.244	-
RNA methyltransferase activity	FC (WS / NS)	0.16 (7.18 / 6.33)	0.61 (8.26 / 5.08)	0.15 (11.5 / 10.25)	0.34 (8.15 / 6.25)	-2.3 (0.81 / 7.95)	-
 	Percentile (%)	28.095	15.002	27.512	16.571	85.741	-
methylmalonyl-CoA decarboxylase activity	FC (WS / NS)	0.16 (7.02 / 6.19)	-	-	-	0.18 (6.89 / 5.98)	-
 	Percentile (%)	28.12	-	-	-	17.167	-
amino acid kinase activity	FC (WS / NS)	0.16 (5.58 / 4.91)	1.75 (5.39 / 0.91)	0.25 (9.67 / 7.97)	0.33 (6.29 / 4.81)	0.23 (6.72 / 5.58)	-
 	Percentile (%)	28.145	2.935	21.881	17.048	15.525	-
exodeoxyribonuclease VII activity	FC (WS / NS)	0.16 (4 / 3.49)	0.88 (3.58 / 1.49)	0.51 (4.7 / 3)	-	-	-
 	Percentile (%)	28.371	12.486	15.587	-	-	-
endoribonuclease activity	FC (WS / NS)	0.16 (7.85 / 6.95)	0.63 (4.39 / 2.49)	0.07 (6.74 / 6.39)	0.24 (7.51 / 6.23)	0.1 (14.21 / 13.18)	-0.1 (-10.65 / -11.36)
 	Percentile (%)	28.421	14.707	35.18	21.46	24.156	57.07
O-acetylhomoserine aminocarboxypropyltransferase activity	FC (WS / NS)	0.15 (5.04 / 4.43)	-	0.32 (5.36 / 4.09)	0.82 (5.32 / 2.58)	1.49 (1.81 / 0)	-
 	Percentile (%)	28.471	-	19.272	8.413	7.27	-
xanthine dehydrogenase activity	FC (WS / NS)	0.15 (5.04 / 4.43)	1.51 (1.58 / -0.09)	0.61 (6 / 3.58)	0.24 (5.09 / 4.17)	0.21 (3.14 / 2.58)	0.01 (-8.8 / -8.72)
 	Percentile (%)	28.496	4.985	14.42	21.397	15.901	44.017
threonine-tRNA ligase activity	FC (WS / NS)	0.15 (7.43 / 6.58)	-1.8 (0 / 2.49)	0.15 (6.94 / 6.15)	0.17 (7.08 / 6.17)	0.26 (12.8 / 10.5)	-
 	Percentile (%)	28.521	88.896	27.558	25.238	13.649	-
endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	FC (WS / NS)	0.15 (6.78 / 5.99)	0.63 (4.39 / 2.49)	-0.19 (8.94 / 10.33)	0.55 (5.73 / 3.58)	2.91 (6.51 / 0)	-
 	Percentile (%)	28.596	14.723	79.881	11.778	2.392	-
acetaldehyde dehydrogenase (acetylating) activity	FC (WS / NS)	0.15 (7.38 / 6.53)	0.31 (3 / 2.23)	0.11 (7.43 / 6.81)	0.14 (7.37 / 6.61)	0.1 (14.58 / 13.57)	-0.26 (-7.28 / -8.54)
 	Percentile (%)	28.647	19.941	30.694	27.714	24.672	71.864
N-acetylneuraminate lyase activity	FC (WS / NS)	0.15 (2.58 / 2.23)	-1.32 (0 / 1.49)	-	-	-0.3 (-0.19 / 0)	0.07 (-10.85 / -10.38)
 	Percentile (%)	28.897	83.709	-	-	70.169	35.823
ferrous iron transmembrane transporter activity	FC (WS / NS)	0.15 (2.58 / 2.23)	-	-1 (0 / 1)	-	-	-
 	Percentile (%)	28.922	-	89.586	-	-	-
acetyl-CoA hydrolase activity	FC (WS / NS)	0.15 (6.21 / 5.49)	-	0.26 (7.85 / 6.39)	-	-	-0.13 (-6.08 / -6.56)
 	Percentile (%)	28.947	-	21.584	-	-	59.173
DNA topoisomerase type I activity	FC (WS / NS)	0.15 (5.95 / 5.26)	-0.18 (3.17 / 3.71)	-0.02 (5.39 / 5.49)	-	-	-
 	Percentile (%)	28.972	60.071	70.909	-	-	-
sirohydrochlorin cobaltochelatase activity	FC (WS / NS)	0.15 (6.02 / 5.33)	0.14 (5.91 / 5.26)	0.14 (5.91 / 5.29)	-	0.05 (9.42 / 9.08)	-0.06 (-4.66 / -4.82)
 	Percentile (%)	29.023	33.08	28.725	-	30.441	53.082
methylmalonyl-CoA carboxytransferase activity	FC (WS / NS)	0.15 (7.2 / 6.4)	-	-	-	0.32 (3.98 / 3)	-0.25 (-8.1 / -9.42)
 	Percentile (%)	29.073	-	-	-	13.227	69.688
UDP-N-acetylmuramate-L-alanine ligase activity	FC (WS / NS)	0.15 (6.32 / 5.61)	0.21 (6.13 / 5.15)	0.1 (5.86 / 5.39)	0.14 (6.09 / 5.43)	0.36 (9.99 / 7.56)	-0.13 (-7.72 / -8.34)
 	Percentile (%)	29.098	23.373	31.54	27.111	12.852	59.101
nickel cation binding	FC (WS / NS)	0.15 (6.88 / 6.11)	-0.1 (3.81 / 4.15)	0.13 (10.49 / 9.53)	0.15 (6.75 / 6)	-0.62 (7.26 / 11.72)	0.26 (-9.39 / -8.03)
 	Percentile (%)	29.148	57.26	29.366	26.476	78.377	15.228
protein homodimerization activity	FC (WS / NS)	0.15 (6.54 / 5.81)	-0.21 (4.64 / 5.55)	-	0.06 (8.84 / 8.44)	-0.46 (9.13 / 12.93)	-
 	Percentile (%)	29.198	60.957	-	39.587	76.266	-
CoA hydrolase activity	FC (WS / NS)	0.15 (6.25 / 5.55)	-	0.23 (8.85 / 7.39)	-	-	-0.17 (-5 / -5.5)
 	Percentile (%)	29.223	-	22.934	-	-	63.017
endodeoxyribonuclease activity, producing 3'-phosphomonoesters	FC (WS / NS)	0.15 (3.32 / 2.91)	1.58 (2 / 0)	-	-	-	-
 	Percentile (%)	29.323	4.022	-	-	-	-
endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters	FC (WS / NS)	0.15 (3.32 / 2.91)	1.84 (2.58 / 0)	-	-	-	-
 	Percentile (%)	29.348	2.531	-	-	-	-
class I DNA-(apurinic or apyrimidinic site) endonuclease activity	FC (WS / NS)	0.15 (3.32 / 2.91)	-	-	-	-	-
 	Percentile (%)	29.85	-	-	-	-	-
class III/IV DNA-(apurinic or apyrimidinic site) endonuclease activity	FC (WS / NS)	0.15 (3.32 / 2.91)	-	-	-	-	-
 	Percentile (%)	29.875	-	-	-	-	-
divalent inorganic cation transmembrane transporter activity	FC (WS / NS)	0.15 (5.93 / 5.26)	-1.17 (1 / 3.49)	0.06 (10.46 / 9.98)	0.43 (5.61 / 3.91)	-2.91 (0 / 6.51)	-
 	Percentile (%)	29.975	81.441	36.255	13.683	90.291	-
lipid binding	FC (WS / NS)	0.15 (7.15 / 6.36)	-0.04 (7.17 / 7.39)	0.02 (10.71 / 10.57)	0.08 (7.5 / 7.07)	-0.15 (11.07 / 12.39)	-0.05 (-10.19 / -10.51)
 	Percentile (%)	30	54.993	46.532	36.54	63.743	51.487
beta-ketoacyl-acyl-carrier-protein synthase II activity	FC (WS / NS)	0.15 (7.67 / 6.84)	-2.75 (0 / 5.74)	0.07 (7.49 / 7.07)	0.09 (7.34 / 6.83)	0.11 (15.33 / 14.09)	-0.3 (-5.27 / -6.28)
 	Percentile (%)	30.025	97.189	34.356	34.032	22.608	75.997
glycerol-3-phosphate dehydrogenase [NAD+] activity	FC (WS / NS)	0.14 (5.67 / 5.03)	-	0.2 (5.36 / 4.52)	-	0.12 (10.85 / 9.88)	0.1 (-8.05 / -7.6)
 	Percentile (%)	30.05	-	24.445	-	21.435	33.212
phosphoglucomutase activity	FC (WS / NS)	0.14 (7.61 / 6.79)	0.05 (7.65 / 7.38)	0.02 (9.02 / 8.85)	0.12 (7.38 / 6.73)	0.19 (12.88 / 11.17)	-
 	Percentile (%)	30.1	40.938	43.763	30	16.229	-
ligase activity, forming carbon-carbon bonds	FC (WS / NS)	0.14 (9.19 / 8.22)	0.05 (9.51 / 9.18)	-0.04 (13.17 / 13.53)	0.09 (9.71 / 9.06)	0.07 (12.86 / 12.2)	-1.47 (-1.58 / -2.62)
 	Percentile (%)	30.125	40.954	72.557	33.81	27.58	94.779
precorrin-2 C20-methyltransferase activity	FC (WS / NS)	0.14 (4.09 / 3.61)	-	0.11 (4.09 / 3.7)	-	-0.3 (-0.19 / 0)	-
 	Percentile (%)	30.15	-	30.304	-	70.591	-
NAD+ diphosphatase activity	FC (WS / NS)	0.14 (0 / -0.09)	0 (0 / 0)	0 (0 / 0)	-	-	-
 	Percentile (%)	30.226	46.529	53.01	-	-	-
fibronectin binding	FC (WS / NS)	0.14 (0 / -0.09)	-	-	0.21 (8.47 / 7.18)	-	-
 	Percentile (%)	30.602	-	-	22.921	-	-
p53 binding	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	30.627	-	-	-	-	-
deoxyribodipyrimidine photo-lyase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	30.727	-	-	-	-	-
DNA photolyase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	30.752	-	-	-	-	-
coproporphyrinogen oxidase activity	FC (WS / NS)	0.14 (0 / -0.09)	0.14 (0 / -0.09)	-1 (0 / 1)	-	-	-
 	Percentile (%)	30.777	25.951	88.556	-	-	-
cystathionine beta-synthase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-0.34 (6.23 / 8.16)	-	-	-
 	Percentile (%)	30.802	-	83.337	-	-	-
L-seryl-tRNASec selenium transferase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	0 (0 / 0)	-	-	-
 	Percentile (%)	30.827	-	54.086	-	-	-
dephospho-CoA kinase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	0 (0 / 0)	-	-	-
 	Percentile (%)	30.852	-	54.131	-	-	-
electron-transferring-flavoprotein dehydrogenase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	0 (1.58 / 1.58)	-	-	-
 	Percentile (%)	30.877	-	54.177	-	-	-
farnesyltranstransferase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	30.902	-	-	-	-	-
phosphogluconate dehydratase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	0.8 (6.74 / 3.46)	-	-	-
 	Percentile (%)	30.927	-	13.115	-	-	-
phospholipase D activity	FC (WS / NS)	0.14 (0 / -0.09)	0.14 (0 / -0.09)	0 (0 / 0)	-	-	-
 	Percentile (%)	30.952	26.075	54.452	-	-	-
polygalacturonase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	1.58 (2 / 0)	-	-	-
 	Percentile (%)	30.977	-	4.44	-	-	-
calmodulin-dependent protein kinase activity	FC (WS / NS)	0.14 (0 / -0.09)	-0.32 (1 / 1.49)	-	-	-	-
 	Percentile (%)	31.003	63.799	-	-	-	-
sulfate adenylyltransferase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	31.028	-	-	-	-	-
sulfate adenylyltransferase (ATP) activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	31.053	-	-	-	-	-
tyrosine decarboxylase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	31.078	-	-	-	-	-
ureidoglycolate hydrolase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	31.103	-	-	-	-	-
cysteine-type endopeptidase inhibitor activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	31.128	-	-	-	-	-
netrin receptor activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	31.153	-	-	-	-	-
glucose transmembrane transporter activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-2.37 (0 / 4.17)	-	-	-
 	Percentile (%)	31.178	-	98.032	-	-	-
ubiquinol-cytochrome-c reductase activity	FC (WS / NS)	0.14 (0 / -0.09)	-2.68 (0 / 5.43)	-	-	-	-
 	Percentile (%)	31.579	96.987	-	-	-	-
protoheme IX farnesyltransferase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	31.629	-	-	-	-	-
rRNA (uridine-2'-O-)-methyltransferase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	31.679	-	-	-	-	-
2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	31.704	-	-	-	-	-
o-succinylbenzoate-CoA ligase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	0.37 (1.58 / 1)	-	-	-
 	Percentile (%)	31.729	-	17.807	-	-	-
[isocitrate dehydrogenase (NADP+)] kinase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-0.3 (-0.19 / 0)	-
 	Percentile (%)	31.754	-	-	-	70.216	-
rhamnulokinase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	1 (1 / 0)	-	-	-
 	Percentile (%)	31.779	-	9.59	-	-	-
teichoic-acid-transporting ATPase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	0 (0 / 0)	-	0 (0 / 0)	-
 	Percentile (%)	32.18	-	57.908	-	42.261	-
AMP binding	FC (WS / NS)	0.14 (0 / -0.09)	-2.77 (0 / 5.84)	-	-0.22 (5.58 / 6.66)	-	-
 	Percentile (%)	32.281	97.313	-	69.302	-	-
rRNA (uridine) methyltransferase activity	FC (WS / NS)	0.14 (0 / -0.09)	2.37 (4.17 / 0)	0.74 (4 / 2)	2.27 (3.81 / 0)	-	-
 	Percentile (%)	32.306	0.45	13.527	2.063	-	-
hydroxypyruvate reductase activity	FC (WS / NS)	0.14 (0 / -0.09)	0.14 (0 / -0.09)	-	1.2 (3.58 / 1)	-	-
 	Percentile (%)	32.331	28.11	-	6.349	-	-
oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor	FC (WS / NS)	0.14 (0 / -0.09)	-	0 (2.58 / 2.58)	-	-	-
 	Percentile (%)	32.356	-	58.618	-	-	-
oxidoreductase activity, acting on diphenols and related substances as donors	FC (WS / NS)	0.14 (0 / -0.09)	-1.42 (2 / 7.03)	1.37 (1.58 / 0)	-	-	-
 	Percentile (%)	32.381	84.92	6.706	-	-	-
oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor	FC (WS / NS)	0.14 (0 / -0.09)	-2.89 (0 / 6.43)	-	-	-	-
 	Percentile (%)	32.406	98.556	-	-	-	-
transferase activity, transferring selenium-containing groups	FC (WS / NS)	0.14 (0 / -0.09)	-	0 (1 / 1)	-	-	-
 	Percentile (%)	32.431	-	58.709	-	-	-
carbon-oxygen lyase activity, acting on polysaccharides	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	32.456	-	-	-	-	-
5'-flap endonuclease activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-2.72 (0 / 5.58)	-	-	-
 	Percentile (%)	32.481	-	99.359	-	-	-
phosphatase regulator activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	32.506	-	-	-	-	-
protein phosphatase regulator activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	32.657	-	-	-	-	-
protein domain specific binding	FC (WS / NS)	0.14 (0 / -0.09)	-2.82 (0 / 6.06)	-	0.05 (9.1 / 8.74)	-	-
 	Percentile (%)	32.682	98.167	-	41.841	-	-
PDZ domain binding	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	32.732	-	-	-	-	-
cyclic nucleotide binding	FC (WS / NS)	0.14 (0 / -0.09)	-0.13 (7.41 / 8.17)	-1 (0 / 1)	-	-	-
 	Percentile (%)	32.807	58.581	90.021	-	-	-
acetoacetate-CoA ligase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	32.832	-	-	-	-	-
pivalyl-CoA mutase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	33.133	-	-	-	-	-
cyclic-di-GMP binding	FC (WS / NS)	0.14 (0 / -0.09)	-0.14 (6.41 / 7.15)	0 (0 / 0)	-	-	-
 	Percentile (%)	33.158	58.891	60.769	-	-	-
glycine oxidase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	33.358	-	-	-	-	-
[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	33.584	-	-	-	-	-
ATP-dependent NAD(P)H-hydrate dehydratase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	0 (0 / 0)	-	-	-
 	Percentile (%)	33.609	-	62.554	-	-	-
flap endonuclease activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-1.92 (1 / 6.58)	-	-	-
 	Percentile (%)	33.709	-	96.315	-	-	-
leucine dehydrogenase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	-	-	-	-
 	Percentile (%)	33.784	-	-	-	-	-
ligase activity, forming nitrogen-metal bonds	FC (WS / NS)	0.14 (0 / -0.09)	-	0.07 (3.81 / 3.58)	-	-	-
 	Percentile (%)	33.91	-	34.974	-	-	-
ligase activity, forming nitrogen-metal bonds, forming coordination complexes	FC (WS / NS)	0.14 (0 / -0.09)	-	0.11 (3.32 / 3)	-	-	-
 	Percentile (%)	33.935	-	30.579	-	-	-
cobaltochelatase activity	FC (WS / NS)	0.14 (0 / -0.09)	-	1 (1 / 0)	-	-	-
 	Percentile (%)	33.985	-	11.421	-	-	-
amidine-lyase activity	FC (WS / NS)	0.14 (7.3 / 6.52)	0.55 (6.67 / 4.23)	0.1 (8.23 / 7.61)	0.16 (7.53 / 6.61)	-0.12 (12.07 / 13.17)	-0.3 (-7.9 / -9.47)
 	Percentile (%)	34.812	15.189	31.678	25.524	60.882	75.272
oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	FC (WS / NS)	0.14 (6.85 / 6.11)	-0.69 (3.32 / 5.95)	0.04 (9.62 / 9.35)	-0.1 (3.91 / 4.25)	-0.72 (5.02 / 8.89)	-
 	Percentile (%)	34.837	71.486	40.948	61.873	79.644	-
cob(I)yrinic acid a,c-diamide adenosyltransferase activity	FC (WS / NS)	0.14 (5.78 / 5.15)	-	0.23 (3.46 / 2.81)	-	-1.14 (0.81 / 3)	-0.01 (-7.66 / -7.72)
 	Percentile (%)	34.912	-	23.026	-	81.942	49.166
phosphoglycerate kinase activity	FC (WS / NS)	0.14 (8.86 / 7.95)	-	0.16 (8.56 / 7.58)	0.11 (8.53 / 7.83)	0.01 (16.97 / 16.78)	NaN (-0.2 / -1.26)
 	Percentile (%)	34.962	-	27.123	31.048	38.508	96.447
metalloendopeptidase activity	FC (WS / NS)	0.14 (8.37 / 7.51)	0.31 (6.93 / 5.4)	0.14 (11.58 / 10.39)	0.2 (8.08 / 6.91)	-0.02 (14.54 / 14.74)	-0.43 (-7.31 / -9.5)
 	Percentile (%)	35.013	19.863	27.97	23.905	47.326	82.669
enzyme binding	FC (WS / NS)	0.14 (6.74 / 6.03)	0.05 (7.22 / 6.96)	-	0.11 (11.6 / 10.67)	-0.32 (5.67 / 7.3)	-
 	Percentile (%)	35.038	40.891	-	31.079	72.092	-
protein methyltransferase activity	FC (WS / NS)	0.14 (4.58 / 4.08)	0.39 (3.58 / 2.49)	0.16 (6.79 / 5.98)	-	0.01 (8.62 / 8.52)	-0.04 (-8.21 / -8.42)
 	Percentile (%)	35.063	18.077	26.642	-	38.555	50.689
transferase activity, transferring hexosyl groups	FC (WS / NS)	0.14 (9.49 / 8.54)	-0.08 (7.33 / 7.81)	0.09 (12.88 / 12)	0.21 (10.26 / 8.76)	0.47 (14.56 / 10.22)	-0.23 (-6.75 / -7.77)
 	Percentile (%)	35.088	56.888	32.479	23.333	10.976	67.875
oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor	FC (WS / NS)	0.14 (7.93 / 7.12)	-0.03 (7.18 / 7.32)	0.07 (10.26 / 9.72)	0.12 (9.11 / 8.29)	0.19 (14.3 / 12.44)	-0.8 (-3.08 / -4.63)
 	Percentile (%)	35.163	53.906	34.653	29.524	16.698	91.733
endodeoxyribonuclease activity	FC (WS / NS)	0.14 (6.86 / 6.15)	0.05 (6.25 / 5.99)	-0.22 (8.82 / 10.4)	-1.26 (1.58 / 5.17)	-0.22 (9.94 / 11.71)	-
 	Percentile (%)	35.188	39.944	80.888	87.111	66.932	-
